archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
03_007_01_01_008.pdf,E14_VS_AHORA,1f7a65fb3e1a40894abe7c52eeb687cc82b0a7103bf0541ed5b7a29c1637e58a,ebb959b62d59f87f24889aa12e0f60f7aabae8445de3653a914e4012f098867d,19bd0e78434e72311876fe9792d383d91c5d553bb1e797554bf836181b0fa9d7,antiguos,1f7a65fb3e1a40894abe7c52eeb687cc82b0a7103bf0541ed5b7a29c1637e58a,ebb959b62d59f87f24889aa12e0f60f7aabae8445de3653a914e4012f098867d,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,41.112294,20.431501,jj4h1KxmUp/belxpLAxAaBGlxuzgLRpUFx0Ha/Wm49g= | zcdUvznFUfvl2SEHFn7uZIvA3w0k+v9tt4KHLYnOrfU=,zcdUvznFUfvl2SEHFn7uZIvA3w0k+v9tt4KHLYnOrfU=,zcdUvznFUfvl2SEHFn7uZIvA3w0k+v9tt4KHLYnOrfU=,MISMO_PAYLOAD_QR,SI,,03,007,01,01,008
