archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
27_019_99_B1_005.pdf,AHORA_VS_TRANSMISION,ea5b447c5611873b8a9f68f86470f0febcecc14762321301574fa6520ec9bd81,ace0c5eca4ebe53db260ad3d6ba3587bda712f733e0bed094ce2a82f53a9f95b,d9f4d516873056b1fd6f29caeeab23eb6988b5d1ef7581670d22f5f1b59b51c2,NO_DISPONIBLE,ace0c5eca4ebe53db260ad3d6ba3587bda712f733e0bed094ce2a82f53a9f95b,d9f4d516873056b1fd6f29caeeab23eb6988b5d1ef7581670d22f5f1b59b51c2,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,103.127966,99.344607,m1KPp7GKcbZDGURrC7EXG5NdfIN2I5AGIf44Nd8kwps= | nGVz+lF9mAHS1MX9ISe+Bw/OW9CcZ9FQrwAFA3ilG9k=,m1KPp7GKcbZDGURrC7EXG+rpH1qS95DbU9J+Gjmxi4c= | nGVz+lF9mAHS1MX9ISe+B7PR26Hj/XMTdp/1h2unFbA=,,PAYLOAD_QR_DIFERENTE,NO,,27,019,99,B1,005
