archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
16_001_11_58_013.pdf,AHORA_VS_TRANSMISION,8a5f8776600ab79fdced928225f3fc301708d012c21eb2cf347c266728a20bf1,53d2a81f0ee20d85465c96e38da0f574df54bc2538598380f41c456c9b721f4f,7f81565119a07332fa3d63f30a50d90b3db3a9b4c9b2ebf10d7636ca49a857c2,NO_DISPONIBLE,53d2a81f0ee20d85465c96e38da0f574df54bc2538598380f41c456c9b721f4f,7f81565119a07332fa3d63f30a50d90b3db3a9b4c9b2ebf10d7636ca49a857c2,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,32.088844,17.216007,StWuriVReiSAAH+w1q8boIIfWfq0hp+Qpka/ReG73y8=,StWuriVReiSAAH+w1q8boBHzve9NEcBQO42rN7PyMJ0= | cO5j9FYwu7Daw1QnDGipfQmDKCvCEwsttdU7ZYEcRRo=,,PAYLOAD_QR_DIFERENTE,NO,,16,001,11,58,013
