Departamento,Municipio,Zona,Puesto,Mesa,Estado_XREF
E14,PRE,01,016,000_00_02_007_2005_Mesa_7,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_008_2005_Mesa_8,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_009_2005_Mesa_9,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_010_2005_Mesa_10,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_011_2005_Mesa_11,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_012_2005_Mesa_12,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_013_2005_Mesa_13,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_014_2005_Mesa_14,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_015_2005_Mesa_15,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_016_2005_Mesa_16,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_017_2005_Mesa_17,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_018_2005_Mesa_18,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_019_2005_Mesa_19,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_020_2005_Mesa_20,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_021_2005_Mesa_21,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,000_00_02_022_2005_Mesa_22,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,098_00_01_001_2005_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,099_00_01_001_2005_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,099_00_10_001_2005_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,016,099_00_10_002_2005_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_001_5103_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_002_5103_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_003_5103_Mesa_3,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_004_5103_Mesa_4,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_005_5103_Mesa_5,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_006_5103_Mesa_6,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_007_5103_Mesa_7,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_008_5103_Mesa_8,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_009_5103_Mesa_9,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_010_5103_Mesa_10,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_011_5103_Mesa_11,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_012_5103_Mesa_12,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_013_5103_Mesa_13,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_014_5103_Mesa_14,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_01_015_5103_Mesa_15,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_02_001_5103_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_02_002_5103_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_02_003_5103_Mesa_3,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_02_004_5103_Mesa_4,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_02_005_5103_Mesa_5,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_02_006_5103_Mesa_6,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_02_007_5103_Mesa_7,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_02_008_5103_Mesa_8,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_03_001_5103_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_03_002_5103_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_03_003_5103_Mesa_3,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_03_004_5103_Mesa_4,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_03_005_5103_Mesa_5,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_03_006_5103_Mesa_6,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,001_00_03_007_5103_Mesa_7,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_01_001_5104_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_01_002_5104_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_01_003_5104_Mesa_3,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_01_004_5104_Mesa_4,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_01_005_5104_Mesa_5,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_01_006_5104_Mesa_6,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_01_007_5104_Mesa_7,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_01_008_5104_Mesa_8,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_01_009_5104_Mesa_9,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_01_010_5104_Mesa_10,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_02_001_5104_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_02_002_5104_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_02_003_5104_Mesa_3,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_02_004_5104_Mesa_4,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_02_005_5104_Mesa_5,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_02_006_5104_Mesa_6,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_02_007_5104_Mesa_7,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_02_008_5104_Mesa_8,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,002_00_02_009_5104_Mesa_9,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_01_001_5105_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_01_002_5105_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_01_003_5105_Mesa_3,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_01_004_5105_Mesa_4,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_01_005_5105_Mesa_5,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_01_006_5105_Mesa_6,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_01_007_5105_Mesa_7,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_01_008_5105_Mesa_8,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_01_009_5105_Mesa_9,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_01_010_5105_Mesa_10,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_001_5105_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_002_5105_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_003_5105_Mesa_3,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_004_5105_Mesa_4,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_005_5105_Mesa_5,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_006_5105_Mesa_6,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_007_5105_Mesa_7,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_008_5105_Mesa_8,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_009_5105_Mesa_9,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_010_5105_Mesa_10,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_011_5105_Mesa_11,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_012_5105_Mesa_12,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_013_5105_Mesa_13,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_014_5105_Mesa_14,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_015_5105_Mesa_15,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_016_5105_Mesa_16,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_02_017_5105_Mesa_17,CORRUPTO_PLANTILLA_B
