archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
27_160_99_26_005.pdf,AHORA_VS_TRANSMISION,4cf4042280104e5c0642e2248a65d84fa3c19b8d2e3e646443d4f0720e1860a1,cedebbf738339d06007df6482f0cc092684c6448e7972f3db298d92846349eaf,be2c8aef1917d114e46a50f5a4eefafa50f69202f5c6c34a5145b8cfe4875284,NO_DISPONIBLE,cedebbf738339d06007df6482f0cc092684c6448e7972f3db298d92846349eaf,be2c8aef1917d114e46a50f5a4eefafa50f69202f5c6c34a5145b8cfe4875284,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,21.190929,45.677761,,KLMla6V8+udCgpKTaX9ocwHgXVrLOuksZvTQkLK5Ouk=,,DECODIFICACION_INCOMPLETA,NO,,27,160,99,26,005
