archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
19_040_00_00_029.pdf,E14_VS_AHORA,64d3f2fd27971e0b451f2fde1a635fea5877cefbe15b2e51529da29a2c9a178c,b9424ed705556e68e7b0dc0ba07ad9bd9a8ecd569ea27e664901adf4b29ce161,,antiguos,64d3f2fd27971e0b451f2fde1a635fea5877cefbe15b2e51529da29a2c9a178c,b9424ed705556e68e7b0dc0ba07ad9bd9a8ecd569ea27e664901adf4b29ce161,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,115.665344,99.483149,PfbmdrnE3782VHyYvfT8LFVVO4iC3K+9hvkTStMPRhs= | oDXtJGT7PRA88ZpWMxY/yM2rGusdxWFewL28n4D+yA8=,PfbmdrnE3782VHyYvfT8LFVVO4iC3K+9hvkTStMPRhs= | oDXtJGT7PRA88ZpWMxY/yM2rGusdxWFewL28n4D+yA8=,PfbmdrnE3782VHyYvfT8LFVVO4iC3K+9hvkTStMPRhs= | oDXtJGT7PRA88ZpWMxY/yM2rGusdxWFewL28n4D+yA8=,MISMO_PAYLOAD_QR,SI,,19,040,00,00,029
