archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
15_304_02_02_007.pdf,AHORA_VS_TRANSMISION,868b36442cf41434a2d6ed25585e4968f5059ca37703d62e8d16b71b1c548c7f,a337882ac6958de23b8fefb41e32d02ed5572675a5018e5c54c5b21269867f8f,444d06201eac4ac695b4aa11583f5e308cec57fc3704a276cf49fa6e8f090e8d,NO_DISPONIBLE,a337882ac6958de23b8fefb41e32d02ed5572675a5018e5c54c5b21269867f8f,444d06201eac4ac695b4aa11583f5e308cec57fc3704a276cf49fa6e8f090e8d,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,12.244333,9.409709,VNO03hnKveczWwe/DyrCYPsjbfXIfmP0s74bcAvOQQw= | mYFlV390RgvZ9AvsXTOtB4Ly2JqPqRsP94UgIrKX0Hs=,VNO03hnKveczWwe/DyrCYIXicLIHU8HAtTYi0WozAEE= | mYFlV390RgvZ9AvsXTOtBzfrG8yaDCOJ+qC9KGUTUng=,,PAYLOAD_QR_DIFERENTE,NO,,15,304,02,02,007
