archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
88_360_01_02_023.pdf,AHORA_VS_TRANSMISION,1943d7e828a225bb538022a33792965c0ae3d082f999c2a0b601f54d12bfde2a,7df6e82b6abb9f05b30eca00dc4a594865acebc2e8cc317781680a5d12f5ebf5,6afd666144299d5b9e944cbf6cafb40da552cc9dba165c3c306dd9ee4a16016c,NO_DISPONIBLE,7df6e82b6abb9f05b30eca00dc4a594865acebc2e8cc317781680a5d12f5ebf5,6afd666144299d5b9e944cbf6cafb40da552cc9dba165c3c306dd9ee4a16016c,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,70.717804,88.018595,,vifCuMHwATYNyoFW4BSUh5/mnknlIkRbxC5EwTYrntc= | xU/PrzyhDI1Fc3CW2VUtkxEReWh2SnnuKQbd7eejeqA=,,DECODIFICACION_INCOMPLETA,NO,,88,360,01,02,023
