archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
11_052_99_09_001.pdf,E14_VS_AHORA,ef0b0799d97f04619a7ea0c6df6b3d9170e807011921477af4af8b38a4fcc274,54a0c4a4cfbcaee18841753aa5b0ecfeba6127276ddd4ea4cfa968c20e5c093d,44ceef9a3564b6f5bb5857924c8b50c4fc780c950a710c7c61bbbe7f0213e9d5,antiguos,ef0b0799d97f04619a7ea0c6df6b3d9170e807011921477af4af8b38a4fcc274,54a0c4a4cfbcaee18841753aa5b0ecfeba6127276ddd4ea4cfa968c20e5c093d,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,67.459282,53.842473,9AwCkZvkygZtrhaE3KUJQa+NkG6/drAjRBOXcQLJwZM= | pDM2xoo86pXACw1f3xQdbyibC5+nPr1NtJq6huWT35U=,pDM2xoo86pXACw1f3xQdbyibC5+nPr1NtJq6huWT35U=,pDM2xoo86pXACw1f3xQdbyibC5+nPr1NtJq6huWT35U=,MISMO_PAYLOAD_QR,SI,,11,052,99,09,001
