archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
16_001_02_26_013.pdf,NINGUNO,f7d77e36597b5916eddfe9ac43fc020df0810ca6d87d62ed0ea9d86a9d0d65db,9592e000b8dcaf6301d99dc2f9f1d71848f84cfc08574e399384f46d87bd06a8,,NO_DISPONIBLE,,,,,,NO_COMPARABLE,,,,,,NO_EVALUABLE,NO,La version Antiguos no fue incluida en el corpus preservado.,16,001,02,26,013
