Departamento,Cod_Dep,Cod_Mun,Mesa,Archivo,Blanco_Puro_Pct,Diagnostico
CAQUETA,44,009,2,E14_PRE_44_009_099_05_40_002_6835_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAQUETA,44,006,19,E14_PRE_44_006_000_00_00_019_3001_Mesa_19.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,12,E14_PRE_46_001_004_05_01_012_6845_Mesa_12.pdf,0.0,🟢 ESCANEO REAL
CAQUETA,44,001,10,E14_PRE_44_001_003_03_01_010_6831_Mesa_10.pdf,0.04,🟢 ESCANEO REAL
CASANARE,46,880,12,E14_PRE_46_880_002_00_01_012_6854_Mesa_12.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,5,E14_PRE_46_001_002_02_03_005_6842_Mesa_5.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,21,E14_PRE_46_001_003_03_01_021_6843_Mesa_21.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,850,14,E14_PRE_46_850_000_00_02_014_6853_Mesa_14.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,24,E14_PRE_46_001_004_05_02_024_6846_Mesa_24.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,850,4,E14_PRE_46_850_000_00_01_004_6852_Mesa_4.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,320,7,E14_PRE_46_320_000_00_00_007_3015_Mesa_7.pdf,0.94,🟢 ESCANEO REAL
CASANARE,46,540,3,E14_PRE_46_540_000_00_00_003_3018_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,880,20,E14_PRE_46_880_001_00_01_020_6855_Mesa_20.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,865,1,E14_PRE_46_865_099_00_70_001_3029_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,25,E14_PRE_46_001_003_04_04_025_6844_Mesa_25.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,540,33,E14_PRE_46_540_000_00_00_033_3018_Mesa_33.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,850,16,E14_PRE_46_850_000_00_01_016_6852_Mesa_16.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,520,1,E14_PRE_46_520_099_00_80_001_3017_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,850,19,E14_PRE_46_850_000_00_02_019_6853_Mesa_19.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,680,9,E14_PRE_46_680_001_00_01_009_6850_Mesa_9.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,880,12,E14_PRE_46_880_001_00_02_012_6855_Mesa_12.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,5,E14_PRE_46_001_099_12_20_005_6847_Mesa_5.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,540,21,E14_PRE_46_540_000_00_00_021_3018_Mesa_21.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,13,E14_PRE_46_001_003_04_03_013_6844_Mesa_13.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,540,32,E14_PRE_46_540_000_00_00_032_3018_Mesa_32.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,700,16,E14_PRE_46_700_000_00_00_016_3022_Mesa_16.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,1,E14_PRE_46_001_002_02_02_001_6841_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,680,9,E14_PRE_46_680_002_00_02_009_6851_Mesa_9.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,9,E14_PRE_46_001_001_01_03_009_6840_Mesa_9.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,13,E14_PRE_46_001_002_02_02_013_6841_Mesa_13.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,850,2,E14_PRE_46_850_099_00_32_002_6852_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,560,1,E14_PRE_46_560_099_00_30_001_3019_Mesa_1.pdf,0.03,🟢 ESCANEO REAL
CASANARE,46,850,19,E14_PRE_46_850_000_00_01_019_6852_Mesa_19.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,18,E14_PRE_46_001_004_05_01_018_6845_Mesa_18.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,34,E14_PRE_46_001_003_03_01_034_6843_Mesa_34.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,1,E14_PRE_46_001_099_12_20_001_6847_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,040,15,E14_PRE_46_040_002_00_01_015_6849_Mesa_15.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,9,E14_PRE_46_001_003_03_01_009_6843_Mesa_9.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,830,3,E14_PRE_46_830_000_00_00_003_3026_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,1,E14_PRE_46_001_002_03_05_001_6842_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,520,8,E14_PRE_46_520_000_00_01_008_3017_Mesa_8.pdf,0.01,🟢 ESCANEO REAL
CASANARE,46,850,23,E14_PRE_46_850_000_00_01_023_6852_Mesa_23.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,520,1,E14_PRE_46_520_000_00_02_001_3017_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,6,E14_PRE_46_001_003_04_03_006_6844_Mesa_6.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,800,1,E14_PRE_46_800_000_00_00_001_3024_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,3,E14_PRE_46_001_004_05_01_003_6845_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,680,3,E14_PRE_46_680_099_00_55_003_6851_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,680,12,E14_PRE_46_680_001_00_01_012_6850_Mesa_12.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,850,11,E14_PRE_46_850_000_00_02_011_6853_Mesa_11.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,040,2,E14_PRE_46_040_099_00_50_002_6849_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,040,3,E14_PRE_46_040_002_00_02_003_6849_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,320,5,E14_PRE_46_320_000_00_00_005_3015_Mesa_5.pdf,0.02,🟢 ESCANEO REAL
CASANARE,46,850,12,E14_PRE_46_850_000_00_01_012_6852_Mesa_12.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,1,E14_PRE_46_001_001_01_05_001_6841_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,040,10,E14_PRE_46_040_001_00_01_010_6848_Mesa_10.pdf,0.33,🟢 ESCANEO REAL
CASANARE,46,001,9,E14_PRE_46_001_003_04_05_009_6843_Mesa_9.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,21,E14_PRE_46_001_002_02_03_021_6842_Mesa_21.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,840,5,E14_PRE_46_840_000_00_00_005_3027_Mesa_5.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,800,3,E14_PRE_46_800_000_00_00_003_3024_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,040,9,E14_PRE_46_040_001_00_02_009_6848_Mesa_9.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,880,7,E14_PRE_46_880_001_00_01_007_6855_Mesa_7.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,3,E14_PRE_46_001_003_04_03_003_6844_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,880,28,E14_PRE_46_880_001_00_01_028_6855_Mesa_28.pdf,0.4,🟢 ESCANEO REAL
CASANARE,46,001,16,E14_PRE_46_001_003_03_01_016_6843_Mesa_16.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,840,1,E14_PRE_46_840_099_00_84_001_3027_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,680,16,E14_PRE_46_680_002_00_02_016_6851_Mesa_16.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,8,E14_PRE_46_001_099_12_20_008_6847_Mesa_8.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,880,3,E14_PRE_46_880_001_00_01_003_6855_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,640,1,E14_PRE_46_640_099_00_35_001_3020_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,29,E14_PRE_46_001_004_05_02_029_6846_Mesa_29.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,14,E14_PRE_46_001_003_03_02_014_6842_Mesa_14.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,830,1,E14_PRE_46_830_099_00_90_001_3026_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,27,E14_PRE_46_001_003_03_01_027_6843_Mesa_27.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,10,E14_PRE_46_001_001_01_02_010_6840_Mesa_10.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,880,22,E14_PRE_46_880_001_00_01_022_6855_Mesa_22.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,12,E14_PRE_46_001_001_01_03_012_6840_Mesa_12.pdf,0.02,🟢 ESCANEO REAL
CASANARE,46,001,11,E14_PRE_46_001_001_01_02_011_6840_Mesa_11.pdf,0.01,🟢 ESCANEO REAL
CASANARE,46,001,8,E14_PRE_46_001_003_03_02_008_6842_Mesa_8.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,700,17,E14_PRE_46_700_000_00_00_017_3022_Mesa_17.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,540,13,E14_PRE_46_540_000_00_00_013_3018_Mesa_13.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,520,1,E14_PRE_46_520_099_00_25_001_3017_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,9,E14_PRE_46_001_099_12_20_009_6847_Mesa_9.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,19,E14_PRE_46_001_002_02_03_019_6842_Mesa_19.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,1,E14_PRE_46_001_099_09_08_001_6846_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,880,3,E14_PRE_46_880_002_00_02_003_6854_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,23,E14_PRE_46_001_002_02_01_023_6841_Mesa_23.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,700,18,E14_PRE_46_700_000_00_00_018_3022_Mesa_18.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,040,6,E14_PRE_46_040_002_00_01_006_6849_Mesa_6.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,865,3,E14_PRE_46_865_000_00_01_003_3029_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,040,9,E14_PRE_46_040_002_00_01_009_6849_Mesa_9.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,3,E14_PRE_46_001_002_02_03_003_6842_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,10,E14_PRE_46_001_004_06_03_010_6845_Mesa_10.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,16,E14_PRE_46_001_004_05_01_016_6845_Mesa_16.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,640,5,E14_PRE_46_640_099_00_25_005_3020_Mesa_5.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,520,4,E14_PRE_46_520_000_00_01_004_3017_Mesa_4.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,880,2,E14_PRE_46_880_002_00_02_002_6854_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,5,E14_PRE_46_001_004_06_04_005_6844_Mesa_5.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,1,E14_PRE_46_001_003_03_02_001_6842_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,1,E14_PRE_46_001_099_15_50_001_6847_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,320,1,E14_PRE_46_320_099_00_80_001_3015_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,850,1,E14_PRE_46_850_099_00_35_001_6853_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,8,E14_PRE_11_001_001_03_05_008_5555_Mesa_8.pdf,62.97,🔴 DEEPFAKE SINTÉTICO
CASANARE,46,640,1,E14_PRE_46_640_099_00_03_001_3020_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CASANARE,46,001,7,E14_PRE_46_001_003_03_01_007_6843_Mesa_7.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,22,E14_PRE_11_001_003_04_01_022_5559_Mesa_22.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,034,12,E14_PRE_11_034_000_00_00_012_2360_Mesa_12.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,3,E14_PRE_11_001_007_08_03_003_5563_Mesa_3.pdf,0.02,🟢 ESCANEO REAL
CAUCA,11,001,1,E14_PRE_11_001_004_04_02_001_5561_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,2,E14_PRE_11_001_006_07_01_002_5564_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,10,E14_PRE_11_001_002_02_04_010_5554_Mesa_10.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,007,1,E14_PRE_11_007_099_00_76_001_5572_Mesa_1.pdf,0.05,🟢 ESCANEO REAL
CAUCA,11,022,13,E14_PRE_11_022_000_00_00_013_2354_Mesa_13.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,1,E14_PRE_11_001_099_13_09_001_5554_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,31,E14_PRE_11_001_002_02_02_031_5556_Mesa_31.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,006,18,E14_PRE_11_006_000_00_00_018_2348_Mesa_18.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,016,9,E14_PRE_11_016_099_00_25_009_5577_Mesa_9.pdf,0.01,🟢 ESCANEO REAL
CAUCA,11,001,3,E14_PRE_11_001_004_04_01_003_5559_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,064,4,E14_PRE_11_064_002_00_01_004_5601_Mesa_4.pdf,0.16,🟢 ESCANEO REAL
CAUCA,11,087,22,E14_PRE_11_087_000_00_00_022_5609_Mesa_22.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,8,E14_PRE_11_001_099_22_37_008_5559_Mesa_8.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,3,E14_PRE_11_001_007_09_08_003_5565_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,064,1,E14_PRE_11_064_099_00_07_001_5601_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,085,3,E14_PRE_11_085_099_00_60_003_2379_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,087,2,E14_PRE_11_087_099_00_30_002_5610_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,005,3,E14_PRE_11_005_099_00_06_003_5569_Mesa_3.pdf,0.01,🟢 ESCANEO REAL
CAUCA,11,001,1,E14_PRE_11_001_099_11_04_001_5557_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,7,E14_PRE_11_001_004_04_02_007_5561_Mesa_7.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,091,1,E14_PRE_11_091_000_00_00_001_5613_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,006,2,E14_PRE_11_006_099_00_06_002_2348_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,088,1,E14_PRE_11_088_002_00_01_001_5612_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,061,5,E14_PRE_11_061_000_00_03_005_5599_Mesa_5.pdf,0.04,🟢 ESCANEO REAL
CAUCA,11,046,1,E14_PRE_11_046_099_00_07_001_2364_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,010,1,E14_PRE_11_010_099_00_75_001_5573_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,8,E14_PRE_11_001_007_08_03_008_5563_Mesa_8.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,025,2,E14_PRE_11_025_099_00_21_002_5581_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,061,2,E14_PRE_11_061_099_00_09_002_5598_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,025,5,E14_PRE_11_025_000_00_00_005_5581_Mesa_5.pdf,0.03,🟢 ESCANEO REAL
CAUCA,11,088,3,E14_PRE_11_088_001_00_01_003_5611_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,019,1,E14_PRE_11_019_099_00_76_001_5579_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,005,1,E14_PRE_11_005_099_00_03_001_5568_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,040,1,E14_PRE_11_040_000_00_00_001_2362_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,12,E14_PRE_11_001_001_03_03_012_5555_Mesa_12.pdf,0.03,🟢 ESCANEO REAL
CAUCA,11,006,2,E14_PRE_11_006_099_00_08_002_2348_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,088,1,E14_PRE_11_088_099_00_24_001_5612_Mesa_1.pdf,0.01,🟢 ESCANEO REAL
CAUCA,11,001,5,E14_PRE_11_001_006_07_02_005_5564_Mesa_5.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,004,6,E14_PRE_11_004_000_00_00_006_2346_Mesa_6.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,028,17,E14_PRE_11_028_000_00_00_017_5585_Mesa_17.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,049,3,E14_PRE_11_049_000_00_01_003_5590_Mesa_3.pdf,63.08,🔴 DEEPFAKE SINTÉTICO
CAUCA,11,004,2,E14_PRE_11_004_099_00_15_002_2346_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,061,2,E14_PRE_11_061_099_00_72_002_5598_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,028,1,E14_PRE_11_028_099_00_19_001_5584_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,086,6,E14_PRE_11_086_000_00_00_006_2380_Mesa_6.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,073,3,E14_PRE_11_073_000_00_00_003_2375_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,10,E14_PRE_11_001_005_05_01_010_5562_Mesa_10.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,14,E14_PRE_11_001_007_09_06_014_5566_Mesa_14.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,16,E14_PRE_11_001_003_04_01_016_5559_Mesa_16.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,013,5,E14_PRE_11_013_099_00_03_005_5576_Mesa_5.pdf,0.03,🟢 ESCANEO REAL
CAUCA,11,049,37,E14_PRE_11_049_000_00_01_037_5591_Mesa_37.pdf,0.33,🟢 ESCANEO REAL
CAUCA,11,001,30,E14_PRE_11_001_005_06_02_030_5562_Mesa_30.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,031,2,E14_PRE_11_031_099_00_09_002_5587_Mesa_2.pdf,0.02,🟢 ESCANEO REAL
CAUCA,11,061,15,E14_PRE_11_061_000_00_01_015_5598_Mesa_15.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,027,3,E14_PRE_11_027_000_00_00_003_2356_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,073,1,E14_PRE_11_073_099_00_09_001_2375_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,046,8,E14_PRE_11_046_000_00_00_008_2364_Mesa_8.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,1,E14_PRE_11_001_006_07_04_001_5564_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,073,4,E14_PRE_11_073_099_00_01_004_2375_Mesa_4.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,11,E14_PRE_11_001_001_03_04_011_5555_Mesa_11.pdf,59.56,🔴 DEEPFAKE SINTÉTICO
CAUCA,11,067,3,E14_PRE_11_067_000_00_00_003_2373_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,005,15,E14_PRE_11_005_099_00_06_015_5569_Mesa_15.pdf,0.01,🟢 ESCANEO REAL
CAUCA,11,016,12,E14_PRE_11_016_000_00_00_012_5577_Mesa_12.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,022,2,E14_PRE_11_022_099_00_23_002_2354_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,019,7,E14_PRE_11_019_000_00_01_007_5579_Mesa_7.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,076,8,E14_PRE_11_076_099_00_21_008_5603_Mesa_8.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,013,3,E14_PRE_11_013_099_00_15_003_5575_Mesa_3.pdf,0.4,🟢 ESCANEO REAL
CAUCA,11,052,2,E14_PRE_11_052_099_00_23_002_5593_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,005,1,E14_PRE_11_005_099_00_29_001_5569_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,088,1,E14_PRE_11_088_099_00_23_001_5612_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,076,11,E14_PRE_11_076_099_00_23_011_5604_Mesa_11.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,061,1,E14_PRE_11_061_099_00_48_001_5599_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,025,1,E14_PRE_11_025_099_00_17_001_5581_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,26,E14_PRE_11_001_002_02_01_026_5557_Mesa_26.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,019,2,E14_PRE_11_019_099_00_18_002_5580_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,076,8,E14_PRE_11_076_099_00_23_008_5604_Mesa_8.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,019,2,E14_PRE_11_019_099_00_03_002_5580_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,064,2,E14_PRE_11_064_099_00_13_002_5601_Mesa_2.pdf,0.04,🟢 ESCANEO REAL
CAUCA,11,088,2,E14_PRE_11_088_002_00_02_002_5612_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,052,2,E14_PRE_11_052_000_00_01_002_5592_Mesa_2.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,013,7,E14_PRE_11_013_099_00_11_007_5576_Mesa_7.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,087,5,E14_PRE_11_087_099_00_10_005_5610_Mesa_5.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,040,3,E14_PRE_11_040_099_00_01_003_2362_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,025,1,E14_PRE_11_025_099_00_41_001_5582_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,26,E14_PRE_11_001_005_06_02_026_5562_Mesa_26.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,046,10,E14_PRE_11_046_000_00_00_010_2364_Mesa_10.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,079,1,E14_PRE_11_079_099_00_13_001_2377_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,088,8,E14_PRE_11_088_002_00_01_008_5612_Mesa_8.pdf,0.31,🟢 ESCANEO REAL
CAUCA,11,087,3,E14_PRE_11_087_099_00_20_003_5610_Mesa_3.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,12,E14_PRE_11_001_004_04_03_012_5561_Mesa_12.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,7,E14_PRE_11_001_003_04_03_007_5560_Mesa_7.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,022,1,E14_PRE_11_022_099_00_13_001_2354_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,150,9,E14_PRE_12_150_090_00_01_009_5642_Mesa_9.pdf,15.12,🔴 DEEPFAKE SINTÉTICO
CAUCA,11,027,1,E14_PRE_11_027_000_00_00_001_2356_Mesa_1.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,022,31,E14_PRE_11_022_000_00_00_031_2354_Mesa_31.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,001,19,E14_PRE_11_001_090_00_01_019_5553_Mesa_19.pdf,0.0,🟢 ESCANEO REAL
CAUCA,11,034,9,E14_PRE_11_034_000_00_00_009_2360_Mesa_9.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,001,29,E14_PRE_12_001_004_04_01_029_5625_Mesa_29.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,180,15,E14_PRE_12_180_000_00_00_015_2391_Mesa_15.pdf,0.01,🟢 ESCANEO REAL
CESAR,12,375,4,E14_PRE_12_375_099_00_60_004_5651_Mesa_4.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,650,39,E14_PRE_12_650_000_00_00_039_2403_Mesa_39.pdf,0.01,🟢 ESCANEO REAL
CESAR,12,001,6,E14_PRE_12_001_001_01_07_006_5618_Mesa_6.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,001,31,E14_PRE_12_001_003_03_01_031_5624_Mesa_31.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,001,4,E14_PRE_12_001_099_16_50_004_5634_Mesa_4.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,001,8,E14_PRE_12_001_005_05_02_008_5630_Mesa_8.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,075,5,E14_PRE_12_075_001_00_04_005_5638_Mesa_5.pdf,25.82,🔴 DEEPFAKE SINTÉTICO
CESAR,12,650,16,E14_PRE_12_650_000_00_00_016_2403_Mesa_16.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,200,15,E14_PRE_12_200_002_00_01_015_5645_Mesa_15.pdf,32.03,🔴 DEEPFAKE SINTÉTICO
CESAR,12,720,1,E14_PRE_12_720_099_00_56_001_5659_Mesa_1.pdf,21.0,🔴 DEEPFAKE SINTÉTICO
CESAR,12,001,6,E14_PRE_12_001_003_03_01_006_5624_Mesa_6.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,001,9,E14_PRE_12_001_002_02_02_009_5621_Mesa_9.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,001,26,E14_PRE_12_001_005_05_07_026_5628_Mesa_26.pdf,0.0,🟢 ESCANEO REAL
CESAR,12,150,15,E14_PRE_12_150_001_00_02_015_5641_Mesa_15.pdf,7.13,🔴 DEEPFAKE SINTÉTICO
