archivo_pdf,resultado_xref,departamento,municipio,zona,puesto,mesa
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/LA PESQUERA/E14_PRE_40_010_099_00_16_002_6821_Mesa_2.pdf","CORRUPTO_XREF","40","010","00","16","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/REINERA/E14_PRE_40_010_099_00_07_002_6821_Mesa_2.pdf","CORRUPTO_XREF","40","010","00","07","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/PANAMA DE ARAUCA/E14_PRE_40_010_099_00_45_004_6821_Mesa_4.pdf","CORRUPTO_XREF","40","010","00","45","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/PANAMA DE ARAUCA/E14_PRE_40_010_099_00_45_007_6821_Mesa_7.pdf","CORRUPTO_XREF","40","010","00","45","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/RESGUARDO INDIGENA IGUANITOS/E14_PRE_40_010_099_00_30_001_6819_Mesa_1.pdf","CORRUPTO_XREF","40","010","00","30","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/REINERA/E14_PRE_40_010_099_00_07_004_6821_Mesa_4.pdf","CORRUPTO_XREF","40","010","00","07","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/PANAMA DE ARAUCA/E14_PRE_40_010_099_00_45_003_6821_Mesa_3.pdf","CORRUPTO_XREF","40","010","00","45","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/PANAMA DE ARAUCA/E14_PRE_40_010_099_00_45_010_6821_Mesa_10.pdf","CORRUPTO_XREF","40","010","00","45","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/PANAMA DE ARAUCA/E14_PRE_40_010_099_00_45_002_6821_Mesa_2.pdf","CORRUPTO_XREF","40","010","00","45","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/PANAMA DE ARAUCA/E14_PRE_40_010_099_00_45_006_6821_Mesa_6.pdf","CORRUPTO_XREF","40","010","00","45","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/RESGUARDO INDIGENA EL VIGIA/E14_PRE_40_010_099_00_27_001_6819_Mesa_1.pdf","CORRUPTO_XREF","40","010","00","27","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/REINERA/E14_PRE_40_010_099_00_07_001_6821_Mesa_1.pdf","CORRUPTO_XREF","40","010","00","07","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/PANAMA DE ARAUCA/E14_PRE_40_010_099_00_45_005_6821_Mesa_5.pdf","CORRUPTO_XREF","40","010","00","45","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/PANAMA DE ARAUCA/E14_PRE_40_010_099_00_45_009_6821_Mesa_9.pdf","CORRUPTO_XREF","40","010","00","45","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/VEREDA FILIPINAS/E14_PRE_40_010_099_00_31_001_6819_Mesa_1.pdf","CORRUPTO_XREF","40","010","00","31","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/VEREDA SAN LORENZO/E14_PRE_40_010_099_00_32_001_6821_Mesa_1.pdf","CORRUPTO_XREF","40","010","00","32","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/PANAMA DE ARAUCA/E14_PRE_40_010_099_00_45_008_6821_Mesa_8.pdf","CORRUPTO_XREF","40","010","00","45","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_007_2992_Mesa_7.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/VEREDA EL TRONCAL/E14_PRE_40_010_099_00_33_001_6821_Mesa_1.pdf","CORRUPTO_XREF","40","010","00","33","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_002_2992_Mesa_2.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/PANAMA DE ARAUCA/E14_PRE_40_010_099_00_45_011_6821_Mesa_11.pdf","CORRUPTO_XREF","40","010","00","45","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_008_2992_Mesa_8.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_003_2992_Mesa_3.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/ARAUQUITA/ZONA 99/VEREDA EL TRONCAL/E14_PRE_40_010_099_00_33_002_6821_Mesa_2.pdf","CORRUPTO_XREF","40","010","00","33","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_005_2993_Mesa_5.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_001_2992_Mesa_1.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_006_2992_Mesa_6.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_002_2993_Mesa_2.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_004_2992_Mesa_4.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_003_2993_Mesa_3.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_010_2992_Mesa_10.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_004_2993_Mesa_4.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_005_2992_Mesa_5.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_001_2993_Mesa_1.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_009_2992_Mesa_9.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_010_2993_Mesa_10.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_014_2993_Mesa_14.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_14"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_011_2993_Mesa_11.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_006_2993_Mesa_6.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_001_2993_Mesa_1.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_007_2993_Mesa_7.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_013_2993_Mesa_13.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_13"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/CRAVO NORTE/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_015_000_00_00_011_2992_Mesa_11.pdf","CORRUPTO_XREF","40","015","00","00","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_015_2993_Mesa_15.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_15"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_009_2993_Mesa_9.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_008_2993_Mesa_8.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_004_2993_Mesa_4.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/CONCENTRACION ELVIRA WALTEROS/E14_PRE_40_017_000_00_02_012_2993_Mesa_12.pdf","CORRUPTO_XREF","40","017","00","02","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_002_2993_Mesa_2.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_012_2993_Mesa_12.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_007_2993_Mesa_7.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_014_2993_Mesa_14.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_14"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_011_2993_Mesa_11.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_015_2993_Mesa_15.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_15"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/NUEVO CARANAL/E14_PRE_40_017_099_00_10_006_2993_Mesa_6.pdf","CORRUPTO_XREF","40","017","00","10","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_010_2993_Mesa_10.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_006_2993_Mesa_6.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_008_2993_Mesa_8.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_016_2993_Mesa_16.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_16"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/CAÑO FLOREZ/E14_PRE_40_017_099_00_08_003_2993_Mesa_3.pdf","CORRUPTO_XREF","40","017","00","08","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_009_2993_Mesa_9.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_003_2993_Mesa_3.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_005_2993_Mesa_5.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/CAÑO FLOREZ/E14_PRE_40_017_099_00_08_002_2993_Mesa_2.pdf","CORRUPTO_XREF","40","017","00","08","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 00/POLIDEPORTIVO MUNICIPAL/E14_PRE_40_017_000_00_01_013_2993_Mesa_13.pdf","CORRUPTO_XREF","40","017","00","01","Mesa_13"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/MATECAÑA/E14_PRE_40_017_099_00_35_001_2993_Mesa_1.pdf","CORRUPTO_XREF","40","017","00","35","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/NUEVO CARANAL/E14_PRE_40_017_099_00_10_001_2993_Mesa_1.pdf","CORRUPTO_XREF","40","017","00","10","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/MATECAÑA/E14_PRE_40_017_099_00_35_002_2993_Mesa_2.pdf","CORRUPTO_XREF","40","017","00","35","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/CAÑO FLOREZ/E14_PRE_40_017_099_00_08_001_2993_Mesa_1.pdf","CORRUPTO_XREF","40","017","00","08","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/NUEVO CARANAL/E14_PRE_40_017_099_00_10_004_2993_Mesa_4.pdf","CORRUPTO_XREF","40","017","00","10","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_002_2994_Mesa_2.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/NUEVO CARANAL/E14_PRE_40_017_099_00_10_005_2993_Mesa_5.pdf","CORRUPTO_XREF","40","017","00","10","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/NUEVO CARANAL/E14_PRE_40_017_099_00_10_002_2993_Mesa_2.pdf","CORRUPTO_XREF","40","017","00","10","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_003_2994_Mesa_3.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_001_2994_Mesa_1.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_006_2994_Mesa_6.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_002_6822_Mesa_2.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/FORTUL/ZONA 99/NUEVO CARANAL/E14_PRE_40_017_099_00_10_003_2993_Mesa_3.pdf","CORRUPTO_XREF","40","017","00","10","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_008_2994_Mesa_8.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_011_6822_Mesa_11.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_004_2994_Mesa_4.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_006_6822_Mesa_6.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_005_2994_Mesa_5.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_003_6822_Mesa_3.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_007_6822_Mesa_7.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_010_6822_Mesa_10.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_001_6822_Mesa_1.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_010_2994_Mesa_10.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_008_6822_Mesa_8.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_009_6822_Mesa_9.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_005_6822_Mesa_5.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_007_2994_Mesa_7.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_013_6822_Mesa_13.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_13"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_011_2994_Mesa_11.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_004_6822_Mesa_4.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_009_2994_Mesa_9.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_015_6822_Mesa_15.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_15"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/IE LA FRONTERA/E14_PRE_40_025_001_00_02_005_6822_Mesa_5.pdf","CORRUPTO_XREF","40","025","00","02","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/CENTRO CULT Y DEPORTIVO SIMON/E14_PRE_40_025_001_00_01_012_6822_Mesa_12.pdf","CORRUPTO_XREF","40","025","00","01","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/PUERTO RONDON/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_40_020_000_00_00_012_2994_Mesa_12.pdf","CORRUPTO_XREF","40","020","00","00","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/IE LA FRONTERA/E14_PRE_40_025_001_00_02_002_6822_Mesa_2.pdf","CORRUPTO_XREF","40","025","00","02","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ARAUCA/SARAVENA/ZONA 01/IE LA FRONTERA/E14_PRE_40_025_001_00_02_004_6822_Mesa_4.pdf","CORRUPTO_XREF","40","025","00","02","Mesa_4"
