archivo_pdf,resultado_xref,departamento,municipio,zona,puesto,mesa
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA COLOMBIA - IED/E14_PRE_16_001_011_11_50_017_6044_Mesa_17.pdf","CORRUPTO_XREF","16","001","11","50","Mesa_17"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA COLOMBIA - IED/E14_PRE_16_001_011_11_50_027_6044_Mesa_27.pdf","CORRUPTO_XREF","16","001","11","50","Mesa_27"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA COLOMBIA - IED/E14_PRE_16_001_011_11_50_023_6044_Mesa_23.pdf","CORRUPTO_XREF","16","001","11","50","Mesa_23"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA COLOMBIA - IED/E14_PRE_16_001_011_11_50_022_6044_Mesa_22.pdf","CORRUPTO_XREF","16","001","11","50","Mesa_22"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_004_6021_Mesa_4.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA COLOMBIA - IED/E14_PRE_16_001_011_11_50_021_6044_Mesa_21.pdf","CORRUPTO_XREF","16","001","11","50","Mesa_21"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA COLOMBIA - IED/E14_PRE_16_001_011_11_50_026_6044_Mesa_26.pdf","CORRUPTO_XREF","16","001","11","50","Mesa_26"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA COLOMBIA - IED/E14_PRE_16_001_011_11_50_024_6044_Mesa_24.pdf","CORRUPTO_XREF","16","001","11","50","Mesa_24"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_002_6021_Mesa_2.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_001_6021_Mesa_1.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA COLOMBIA - IED/E14_PRE_16_001_011_11_50_025_6044_Mesa_25.pdf","CORRUPTO_XREF","16","001","11","50","Mesa_25"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_005_6021_Mesa_5.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_006_6021_Mesa_6.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_008_6021_Mesa_8.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_007_6021_Mesa_7.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_013_6021_Mesa_13.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_13"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_009_6021_Mesa_9.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_016_6021_Mesa_16.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_16"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_012_6021_Mesa_12.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_011_6021_Mesa_11.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_014_6021_Mesa_14.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_14"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_010_6021_Mesa_10.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_017_6021_Mesa_17.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_17"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_015_6021_Mesa_15.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_15"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_018_6021_Mesa_18.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_18"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_019_6021_Mesa_19.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_19"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_003_6026_Mesa_3.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/NUEVA ZELANDIA/E14_PRE_16_001_011_11_21_020_6021_Mesa_20.pdf","CORRUPTO_XREF","16","001","11","21","Mesa_20"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_004_6026_Mesa_4.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_006_6026_Mesa_6.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_001_6026_Mesa_1.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_016_6026_Mesa_16.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_16"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_002_6026_Mesa_2.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_007_6026_Mesa_7.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_005_6026_Mesa_5.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_009_6026_Mesa_9.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_011_6026_Mesa_11.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_008_6026_Mesa_8.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_015_6026_Mesa_15.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_15"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_013_6026_Mesa_13.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_13"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_012_6026_Mesa_12.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_010_6026_Mesa_10.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_014_6026_Mesa_14.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_14"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_019_6026_Mesa_19.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_19"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_017_6026_Mesa_17.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_17"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_018_6026_Mesa_18.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_18"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_027_6026_Mesa_27.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_27"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_026_6026_Mesa_26.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_26"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_022_6026_Mesa_22.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_22"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_021_6026_Mesa_21.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_21"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_020_6026_Mesa_20.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_20"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_023_6026_Mesa_23.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_23"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_025_6026_Mesa_25.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_25"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_024_6026_Mesa_24.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_24"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_029_6026_Mesa_29.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_29"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_030_6026_Mesa_30.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_30"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_028_6026_Mesa_28.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_28"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_031_6026_Mesa_31.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_31"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_032_6026_Mesa_32.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_32"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_036_6026_Mesa_36.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_36"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_033_6026_Mesa_33.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_33"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_035_6026_Mesa_35.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_35"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_034_6026_Mesa_34.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_34"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_039_6026_Mesa_39.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_39"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_038_6026_Mesa_38.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_38"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_046_6026_Mesa_46.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_46"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_041_6026_Mesa_41.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_41"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_037_6026_Mesa_37.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_37"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_040_6026_Mesa_40.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_40"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_045_6026_Mesa_45.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_45"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_049_6026_Mesa_49.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_49"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_053_6026_Mesa_53.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_53"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_043_6026_Mesa_43.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_43"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_047_6026_Mesa_47.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_47"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_042_6026_Mesa_42.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_42"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_044_6026_Mesa_44.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_44"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_050_6026_Mesa_50.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_50"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_048_6026_Mesa_48.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_48"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_051_6026_Mesa_51.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_51"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_054_6026_Mesa_54.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_54"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_056_6026_Mesa_56.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_56"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_052_6026_Mesa_52.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_52"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_055_6026_Mesa_55.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_55"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_061_6026_Mesa_61.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_61"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_057_6026_Mesa_57.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_57"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_060_6026_Mesa_60.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_60"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_063_6026_Mesa_63.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_63"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_059_6026_Mesa_59.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_59"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_058_6026_Mesa_58.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_58"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_064_6026_Mesa_64.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_64"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_062_6026_Mesa_62.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_62"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_068_6026_Mesa_68.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_68"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_065_6026_Mesa_65.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_65"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_066_6026_Mesa_66.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_66"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_069_6026_Mesa_69.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_69"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 11/PARQUE FUNDACIONAL DE SUBA/E14_PRE_16_001_011_11_01_067_6026_Mesa_67.pdf","CORRUPTO_XREF","16","001","11","01","Mesa_67"
