archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
16_001_10_13_025.pdf,AHORA_VS_TRANSMISION,9d6998a83f681634b70753bb58c894be3fce2c4f62c7ce329ffb7637e0f3e334,99c45cd471aa571394397e17d1a4f2bb991322db5f441b8fd68fedebc85e1f9a,2d533fd4434038f88fa6ddd836f44c403fa0407dc1fd42746b2b1a460584550c,NO_DISPONIBLE,99c45cd471aa571394397e17d1a4f2bb991322db5f441b8fd68fedebc85e1f9a,2d533fd4434038f88fa6ddd836f44c403fa0407dc1fd42746b2b1a460584550c,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,17.410443,11.771346,+LBy7TwyyZBhTBXgfOrPykDDDbfqZ0eVJyNgQfYAtzk= | iXV69acrlTLkLiPdsnD3MDlxRejQ9V/AWnm05LnK6/8=,+LBy7TwyyZBhTBXgfOrPyhzeOvE62k8OOoqrLM2c60E= | iXV69acrlTLkLiPdsnD3MO6cfQI3qu2KhbyljSb4JKo=,,PAYLOAD_QR_DIFERENTE,NO,,16,001,10,13,025
