archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
19_094_00_00_007.pdf,E14_VS_AHORA,d72dfaffc0be3536cc7ef7c3f6573feb7d5595b85e5b93ca36972f248ec1c55b,e6c77bf809e1132f727dfd3d22e60c953a1fb6e7cf5e3784a2df20706c2cb042,27d683ef957202582ed3f9e6afea8e6be9011c45d872b6b0b4d80b19ad7dca11,antiguos,d72dfaffc0be3536cc7ef7c3f6573feb7d5595b85e5b93ca36972f248ec1c55b,e6c77bf809e1132f727dfd3d22e60c953a1fb6e7cf5e3784a2df20706c2cb042,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,89.575802,99.418866,OplBfUn9c+w8izo2btWjVBRgxGJsNN2GINK9beiS2jY= | mCHsVgj98vtICXNyX1j/adfmYrbdRX1dhZQxt7KD5dM=,OplBfUn9c+w8izo2btWjVBRgxGJsNN2GINK9beiS2jY= | mCHsVgj98vtICXNyX1j/adfmYrbdRX1dhZQxt7KD5dM=,OplBfUn9c+w8izo2btWjVBRgxGJsNN2GINK9beiS2jY= | mCHsVgj98vtICXNyX1j/adfmYrbdRX1dhZQxt7KD5dM=,MISMO_PAYLOAD_QR,SI,,19,094,00,00,007
