Nombre_Archivo,SHA256,Fecha_Analisis_UTC,Ruta_Absoluta,Metodo_XREF,QPDF_ExitCode,Discrepancia_XREF,Detalle_XREF,Metodo_Metadatos,Tiene_Metadatos,Metodo_Imagenes,Cant_Imagenes,Varianza_Cero,Contiene_Vectores,Score_Vectorial
E14_PRE_01_001_001_01_01_001_5002.pdf,cde6caac3f155530fe8920e10ab41c258d404b6f1d864bc0b4793709e26f073a,2026-08-30 19:15:20 UTC,/home/andrea-zabala-c/AndreTaker---AnZaCa-Rep/BABAYAGA_LIGHT/demo/E14_PRE_01_001_001_01_01_001_5002.pdf,qpdf (ISO 27042),3,True,WARNING: /home/andrea-zabala-c/AndreTaker---AnZaCa-Rep/BABAYAGA_LIGHT/demo/E14_PRE_01_001_001_01_01_001_5002.pdf: reported number of objects (15) is not one plus the highest object number (13) qpdf: o,exiftool,False,"pdfimages -list (fast, ISO 27042)",2,False,False,1
E14_PRE_03_013_099_00_01_001_5350.pdf,aade2bfa772b761d0c9d988f3929b0a114ec027cd59f385a8f7a36d70a874db4,2026-08-30 19:15:20 UTC,/home/andrea-zabala-c/AndreTaker---AnZaCa-Rep/BABAYAGA_LIGHT/demo/E14_PRE_03_013_099_00_01_001_5350.pdf,qpdf (ISO 27042),3,True,WARNING: /home/andrea-zabala-c/AndreTaker---AnZaCa-Rep/BABAYAGA_LIGHT/demo/E14_PRE_03_013_099_00_01_001_5350.pdf: reported number of objects (15) is not one plus the highest object number (13) qpdf: o,exiftool,False,"pdfimages -list (fast, ISO 27042)",2,False,False,0
E14_PRE_88_360_035_81_001.pdf,8d0466045549cdae3209820405ec1cc415f71975381ede9f6ec3d04a5957651a,2026-08-30 19:15:20 UTC,/home/andrea-zabala-c/AndreTaker---AnZaCa-Rep/BABAYAGA_LIGHT/demo/E14_PRE_88_360_035_81_001.pdf,qpdf (ISO 27042),3,True,WARNING: /home/andrea-zabala-c/AndreTaker---AnZaCa-Rep/BABAYAGA_LIGHT/demo/E14_PRE_88_360_035_81_001.pdf: reported number of objects (19) is not one plus the highest object number (17) qpdf: operation,exiftool,False,"pdfimages -list (fast, ISO 27042)",4,False,False,0
muestra_limpia_001.pdf,2c5457877a0b849d15fc3c0b1e93c5cf1d82b788d5a61d6525f2630fbe622bcd,2026-08-30 19:15:20 UTC,/home/andrea-zabala-c/AndreTaker---AnZaCa-Rep/BABAYAGA_LIGHT/demo/muestra_limpia_001.pdf,qpdf (ISO 27042),0,False,checking /home/andrea-zabala-c/AndreTaker---AnZaCa-Rep/BABAYAGA_LIGHT/demo/muestra_limpia_001.pdf PDF Version: 1.4 File is not encrypted File is not linearized No syntax or stream encoding errors foun,exiftool,True,"pdfimages -list (fast, ISO 27042)",2,False,False,1
muestra_limpia_002.pdf,c5e08cb0e2e89c9e25addb3a097ad7f90c374ce8465fae1485d074100b0f44b6,2026-08-30 19:15:20 UTC,/home/andrea-zabala-c/AndreTaker---AnZaCa-Rep/BABAYAGA_LIGHT/demo/muestra_limpia_002.pdf,qpdf (ISO 27042),0,False,checking /home/andrea-zabala-c/AndreTaker---AnZaCa-Rep/BABAYAGA_LIGHT/demo/muestra_limpia_002.pdf PDF Version: 1.4 File is not encrypted File is not linearized No syntax or stream encoding errors foun,exiftool,True,"pdfimages -list (fast, ISO 27042)",0,False,False,1
