archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
05_040_99_21_003.pdf,E14_VS_AHORA,c941f79f7a9f0ddf147e493e6ccffb58d7daded4e508247f4cf0cfed25d3fb19,00fd5b4c67970688f3cc9703575bd290c1eca46a1b4a043bddfd9e5b9bc6829d,bb373b74b791a84bc966e3e2fce6d16bc141523f156f755619e33a78db37992c,antiguos,c941f79f7a9f0ddf147e493e6ccffb58d7daded4e508247f4cf0cfed25d3fb19,00fd5b4c67970688f3cc9703575bd290c1eca46a1b4a043bddfd9e5b9bc6829d,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,57.59483,98.564922,7aqD4IcsanDA2vn8jvZ/J0v6GfeW3V3PYe+ynUvahQU= | ovZkMg3UBhIwAoiiTvzdq6ybmCeIeriveoxzqKgScps=,7aqD4IcsanDA2vn8jvZ/J0v6GfeW3V3PYe+ynUvahQU= | ovZkMg3UBhIwAoiiTvzdq6ybmCeIeriveoxzqKgScps=,7aqD4IcsanDA2vn8jvZ/J0v6GfeW3V3PYe+ynUvahQU= | ovZkMg3UBhIwAoiiTvzdq6ybmCeIeriveoxzqKgScps=,MISMO_PAYLOAD_QR,SI,,05,040,99,21,003
