archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
88_360_01_02_022.pdf,AHORA_VS_TRANSMISION,5527340012a907cfa5959664ca20d033997ef00547c1c4ce5c895979fd799fe0,909dde8532c6e7cc1042f1e4ee6ab03e8f8dd0b8dc28fa09904f99b6f4ef5ab2,51fad0b16a0eda493f42825cb820a624e63a21fb111723d0c23918379c08f0f2,NO_DISPONIBLE,909dde8532c6e7cc1042f1e4ee6ab03e8f8dd0b8dc28fa09904f99b6f4ef5ab2,51fad0b16a0eda493f42825cb820a624e63a21fb111723d0c23918379c08f0f2,NO,2,2,CAPTURAS_NO_ALINEADAS_NO_MEDIR_PIXEL_A_PIXEL,87.472812,86.500671,2H6M4IdKtyayXHOzY0fKoUMtNtaH70leEyhd4UXa3HM=,DD5/WmIsGoWs5+X541fU2G1XVn/PxbQq74MjTW2a3DU=,,PAYLOAD_QR_DIFERENTE,NO,,88,360,01,02,022
