archivo,par_comparado,hash_antiguos_reportado,hash_ahora_reportado,hash_transmision_reportado,e14_relacion_con_reporte,hash_izq,hash_der,hashes_iguales,paginas_izq,paginas_der,comparacion_visual,mae_promedio,pixeles_diferentes_pct,qr_payloads_izq,qr_payloads_der,qr_payloads_comunes,vinculo_qr,soporte_anterior_disponible,observacion,departamento,municipio,zona,puesto,mesa
44_010_99_01_001.pdf,NINGUNO,eadb27be5a3031afd94b478ddabbe90b08c4fa4eb4d75008c1c74c76edea4c8e,cea59b053527418acceecb6b4c420b3de606cb78a0abc26b1b07c885577289d8,,NO_DISPONIBLE,,,,,,NO_COMPARABLE,,,,,,NO_EVALUABLE,NO,La version Antiguos no fue incluida en el corpus preservado.,44,010,99,01,001
